X;Y;Z;Alteration;Au (gr/ton);Ag (gr/ton);Mineralization_d;Mineralization
41349.14767;802993.2926;438.5691614;2;0.23539432;1.89274448;Mixto;2
41349.68451;802993.1481;438.0043719;2;0.52203156;5.140694;Mixto;2
41350.19863;802993.0088;437.4640316;4;0.37795864;12.8675862;Mixto;2
41350.69023;802992.8742;436.9484379;4;0.49564136;21.56551724;Sulfuro;3
41351.18216;802992.7383;436.4335152;4;0.42405516;9.38482758;Sulfuro;3
41351.67442;802992.601;435.9192616;4;0.29180688;5.97793104;Sulfuro;3
41352.16702;802992.4624;435.4056816;4;0.20689656;3.60689656;Sulfuro;3
41352.65989;802992.3226;434.8926975;4;0.56833104;7.31448276;Sulfuro;3
41353.15284;802992.1822;434.3799307;4;0.57754484;7.65517242;Mixto;2
41353.64567;802992.0418;433.8670574;4;0.81765516;11.09793104;Mixto;2
41354.13836;802991.9015;433.3540489;4;1.3031724;4.26206896;Mixto;2
41354.63093;802991.7612;432.8409059;4;0.6371862;5.8675862;Mixto;2
41355.12336;802991.6209;432.3276273;4;0.65089656;6.67586206;Sulfuro;3
41355.61567;802991.4807;431.8142138;4;0.6251862;6.00827586;Sulfuro;3
41356.1089;802991.3402;431.2999843;2;0.73454296;5.8;Sulfuro;3
41356.60349;802991.1995;430.7853581;2;0.38806872;3.7257732;Sulfuro;3
41357.09875;802991.0587;430.2714089;2;0.58714776;8.32852234;Sulfuro;3
41357.5947;802990.9178;429.7581421;2;0.82629552;5.10378006;Sulfuro;3
41358.08708;802990.7781;429.2499609;4;0.48565036;6.78601398;Sulfuro;3
41358.57586;802990.6396;428.7468459;4;0.4048112;4.6965035;Sulfuro;3
41359.11153;802990.4879;428.1969704;2;2.02705884;6.09411764;Sulfuro;3
41357.70607;802990.8133;443.4922223;1;1.2452;13.48;Mixto;2
41358.16134;802990.7068;443.0169774;1;3.41472;32.847;Mixto;2
41358.61533;802990.601;442.540397;1;2.4682;60.77;Mixto;2
41359.08184;802990.4926;442.0477946;2;2.0508834;32.92014134;Mixto;2
41359.56081;802990.3816;441.5390731;2;1.83067136;114.5413428;Mixto;2
41360.03833;802990.2713;441.0288343;2;0.06363956;0.30459364;Mixto;2
41360.51441;802990.1617;440.517069;2;0.04349824;1.10459364;Mixto;2
41360.98908;802990.0528;440.0038479;2;0.04346288;0.2;Sulfuro;3
41361.46273;802989.9441;439.4896187;2;1.35334276;9.42685512;Sulfuro;3
41361.93573;802989.8354;438.9748283;2;1.12613428;22.66360424;Sulfuro;3
41362.40815;802989.7266;438.4595385;2;0.77396468;6.51378092;Sulfuro;3
41362.91664;802989.6091;437.9036139;4;0.39258716;14.14067278;Sulfuro;3
41363.46109;802989.4831;437.3069684;4;0.63784708;20.45382262;Mixto;2
41364.00478;802989.3569;436.70966;4;0.4863364;15.57798166;Mixto;2
41364.5476;802989.2303;436.1116298;4;0.23173088;7.90091744;Mixto;2
41365.05217;802989.1119;435.5540582;2;0.35279432;6.56595744;Mixto;2
41365.51858;802989.0016;435.0370249;2;0.34394328;8.435461;Sulfuro;3
41365.98417;802988.8907;434.5193833;2;0.4487376;18.4141844;Sulfuro;3
41366.43496;802988.7827;434.0167617;4;0.2874868;7.41056604;Sulfuro;3
41366.871;802988.6775;433.5292069;4;0.20386416;3.09056604;Sulfuro;3
41367.32683;802988.5668;433.0180661;2;0.61205516;15.16965518;Sulfuro;3
41367.80256;802988.4509;432.4834005;2;0.47991724;1.73103448;Sulfuro;3
41368.2778;802988.3348;431.9483287;2;0.4160276;4.41103448;Sulfuro;3
41368.75261;802988.2188;431.4128719;2;0.60896552;2.06344828;Sulfuro;3
41369.22697;802988.1027;430.8770281;2;0.66893792;0.98068966;Sulfuro;3
41369.70089;802987.9866;430.3407999;2;0.11026208;0.31862068;Sulfuro;3
41370.17437;802987.8704;429.8041844;2;0.0267862;0.48;Sulfuro;3
41370.64747;802987.7543;429.2672412;2;0.05128276;1.44551724;Sulfuro;3
41354.45291;802981.3391;441.4972579;5;0.69332332;4.2631579;Mixto;2
41354.95279;802981.1945;440.9774943;2;1.00164764;16.03225806;Mixto;2
41355.50023;802981.0323;440.4086132;2;0.76250124;5.95980148;Mixto;2
41356.04716;802980.8666;439.8402512;2;0.77476924;9.61736972;Mixto;2
41356.59333;802980.6992;439.2716248;2;0.44487344;3.52307692;Mixto;2
41357.13855;802980.5316;438.7021816;2;1.47387592;0.6764268;Mixto;2
41357.65945;802980.3709;438.1564676;4;1.54971944;16.44524886;Mixto;2
41358.15612;802980.2173;437.6345467;4;0.95514932;7.2199095;Mixto;2
41358.65199;802980.0635;437.111928;4;0.58380092;4.63529412;Mixto;2
41359.14707;802979.9096;436.5886027;4;0.60166516;5.3239819;Mixto;2
41359.64138;802979.7557;436.0645098;4;0.96090496;5.20542986;Mixto;2
41360.13492;802979.6022;435.5395977;4;0.663457;2.86877828;Mixto;2
41360.6277;802979.4491;435.0138576;4;0.67569232;3.70542986;Mixto;2
41361.1197;802979.2964;434.4872893;4;0.45493212;3.00542986;Mixto;2
41361.61094;802979.144;433.9598951;4;0.71694116;8.9882353;Mixto;2
41362.10142;802978.992;433.4316677;4;0.74383712;4.03076924;Mixto;2
41362.59119;802978.8407;432.9026082;4;0.7555294;8.48144796;Mixto;2
41363.08041;802978.6904;432.3727323;4;0.7715656;3.13665158;Mixto;2
41363.56913;802978.5415;431.8420366;4;0.46258824;2.64253394;Mixto;2
41364.05734;802978.3938;431.3105187;4;0.67652488;5.07692308;Mixto;2
41364.54505;802978.2474;430.7781858;4;0.5076018;4.65791856;Mixto;2
41365.04459;802978.0987;430.2315023;2;0.59413952;2.9865633;Mixto;2
41365.55595;802977.9477;429.670446;2;0.36709044;3.2372093;Sulfuro;3
41366.06689;802977.7979;429.1086552;2;0.27722996;1.43875968;Sulfuro;3
41366.57749;802977.6494;428.5462579;2;0.23521448;0.88940568;Sulfuro;3
41367.08778;802977.502;427.983266;2;0.28038244;1.24392764;Sulfuro;3
41367.57667;802977.3618;427.4429999;4;0.40061972;4.69859154;Sulfuro;3
41368.0442;802977.2287;426.9255095;4;0.52625352;3.57183098;Sulfuro;3
41368.51146;802977.0966;426.4075171;4;0.21769016;4.45915492;Sulfuro;3
41369.00174;802976.9587;425.8637754;2;0.82348716;0.3948718;Sulfuro;3
41369.51549;802976.8149;425.2947672;2;0.13169232;0.94102564;Sulfuro;3
41370.02982;802976.6713;424.7262137;2;0.03430768;0.27692308;Sulfuro;3
41370.54474;802976.5281;424.158114;2;0.0998718;0.22564102;Sulfuro;3
41371.06024;802976.3851;423.5904693;2;0.05833332;0.35384616;Sulfuro;3
41371.52169;802976.2576;423.0832241;3;0.01679676;0.2;Sulfuro;3
41371.92893;802976.1453;422.6362645;3;0.01;0.26504066;Sulfuro;3
41359.29866;802974.7297;441.6400842;1;1.16663416;63.85365854;Oxido;1
41358.89085;802974.8463;441.222819;1;1.932;15.8;Oxido;1
41357.88404;802975.1328;440.19075;1;0.88957144;10.28571428;Oxido;1
41357.30914;802975.2955;439.6003096;1;0.98519048;12.42380952;Oxido;1
41354.942;802975.9582;437.1601903;1;1.01501216;23.48491484;Oxido;1
41354.43211;802976.0998;436.6325641;1;0.64702676;10.4457421;Oxido;1
41353.92269;802976.2414;436.1045121;1;0.56637468;17.17396594;Oxido;1
41353.41377;802976.3833;435.5760302;1;1.08447688;16.9163017;Oxido;1
41352.90534;802976.5253;435.0471161;1;0.40449636;7.89610706;Oxido;1
41352.3974;802976.6674;434.5177715;1;0.42576156;14.10121654;Oxido;1
41351.88995;802976.8097;433.9879972;1;0.51131872;13.02822384;Oxido;1
41351.38304;802976.9524;433.4577903;1;0.36522628;6.03552312;Oxido;1
41350.87679;802977.0957;432.9271528;1;0.23924088;2.85571776;Oxido;1
41350.37127;802977.2401;432.3960887;1;0.64242824;8.99051094;Oxido;1
41349.86649;802977.3854;431.8645974;1;0.39727492;5.76982968;Oxido;1
41349.35872;802977.5328;431.3287377;4;0.32130988;4.51824176;Mixto;2
41348.84796;802977.6823;430.7885028;4;0.57553408;12.3221978;Mixto;2
41348.33791;802977.8327;430.2478569;4;0.17569232;3.24835164;Mixto;2
41347.82823;802977.9836;429.7069982;4;0.36336704;9.42505494;Mixto;2
41347.3186;802978.1346;429.1661166;4;2.84254944;8.05318682;Mixto;2
41346.80896;802978.2855;428.625235;4;2.70069452;9.14593406;Sulfuro;3
41346.29205;802978.4386;428.0766265;2;0.31769232;4.98461538;Sulfuro;3
41345.76785;802978.5939;427.5202912;2;0.12030768;1.07948718;Sulfuro;3
41345.24365;802978.7492;426.9639558;2;0.12897436;0.21794872;Sulfuro;3
41344.71946;802978.9045;426.4076205;2;0.39933332;1.1076923;Sulfuro;3
41363.47788;802978.728;442.4573352;5;0.77851428;5.18857142;Oxido;1
41363.08561;802978.837;442.0562912;1;0.71696344;10.26809584;Oxido;1
41362.54107;802978.9899;441.5004691;1;0.51111224;15.26179066;Mixto;2
41361.99671;802979.1435;440.9446471;1;0.95305928;11.61967214;Mixto;2
41361.45252;802979.2977;440.3888251;1;1.07388652;93.44161412;Mixto;2
41360.90852;802979.4525;439.8330031;1;0.64220428;12.50844892;Mixto;2
41360.37935;802979.6037;439.2921533;4;1.68891836;11.002999;Mixto;2
41359.86523;802979.751;438.7659676;4;1.17689972;5.43032322;Mixto;2
41359.3518;802979.898;438.2390403;4;0.63687972;6.97474176;Mixto;2
41358.83917;802980.0447;437.7112472;4;0.41644384;8.065978;Mixto;2
41358.32733;802980.191;437.1825816;4;0.33803932;1.97080974;Mixto;2
41357.81628;802980.3369;436.6530412;4;0.73104164;4.09743418;Mixto;2
41357.30603;802980.4824;436.1226288;4;0.30574876;4.06224592;Mixto;2
41356.79666;802980.6276;435.5912697;4;0.45399;4.15221592;Mixto;2
41356.28851;802980.7729;435.0587604;4;0.52350816;3.61852716;Mixto;2
41355.78177;802980.9183;434.5249665;4;0.53603464;4.15754748;Mixto;2
41355.27646;802981.0639;433.9898845;4;0.73174408;2.88030656;Mixto;2
41354.77256;802981.2097;433.453514;4;1.02915428;4.97200934;Mixto;2
41354.27009;802981.3557;432.9158524;4;0.55578808;6.05838054;Mixto;2
41353.76893;802981.5019;432.3770029;4;0.16809596;2.36334556;Mixto;2
41353.2681;802981.6486;431.8379895;4;0.25870976;2.71762746;Mixto;2
41352.76651;802981.7961;431.2999256;4;0.30065312;1.86564478;Mixto;2
41352.26396;802981.9446;430.7630088;4;1.55671308;2.98973676;Mixto;2
41351.76044;802982.0939;430.2272414;4;0.29007932;3.68977008;Mixto;2
41351.25597;802982.244;429.6926188;4;0.1513602;3.88663778;Mixto;2
41350.75055;802982.3951;429.1591326;4;0.64445984;3.7208264;Mixto;2
41350.22494;802982.5522;428.6056303;2;0.60440412;8.88;Sulfuro;3
41349.67995;802982.7141;428.0310255;2;0.96913816;1.48783506;Sulfuro;3
41349.13551;802982.8743;427.4554226;2;1.32795876;1.65938144;Sulfuro;3
41348.59163;802983.0328;426.8788213;2;0.39997524;0.26474226;Sulfuro;3
41348.04831;802983.1895;426.3012193;2;0.23139792;3.58927836;Sulfuro;3
41347.50554;802983.3446;425.7226193;2;0.18672988;2.97608248;Sulfuro;3
41379.57171;802984.5022;438.6211797;4;2.15685548;3.1734104;Sulfuro;3
41378.98056;802984.6564;438.0088289;4;0.8550058;5.10404624;Sulfuro;3
41378.41946;802984.802;437.4259657;2;0.34252624;0.68366394;Sulfuro;3
41377.88837;802984.9388;436.8725974;2;1.76302916;16.7663944;Sulfuro;3
41377.3579;802985.0745;436.3183801;2;0.08096616;0.87957992;Sulfuro;3
41376.82773;802985.2096;435.763706;2;0.42;3.9453909;Sulfuro;3
41376.29756;802985.3444;435.2089729;2;0.0235496;0.2513419;Sulfuro;3
41375.76733;802985.479;434.6542398;2;0.04874912;0.30268378;Sulfuro;3
41375.23704;802985.6133;434.0995066;2;3.51729288;0.35239206;Sulfuro;3
41374.70666;802985.7473;433.5447731;2;0.40789732;1.73255542;Sulfuro;3
41374.17613;802985.8807;432.9900395;2;0.59822872;4.1150525;Sulfuro;3
41373.64543;802986.0134;432.435306;2;0.58264644;12.48774796;Sulfuro;3
41373.11457;802986.1454;431.8805724;2;0.48224972;10.30641774;Sulfuro;3
41376.77406;802980.1313;439.6838991;5;0.596;9;Oxido;1
41376.34932;802980.2563;439.2415701;2;0.88961276;5.87744874;Oxido;1
41375.85153;802980.402;438.7255294;2;0.1461048;0.51161732;Oxido;1
41375.35323;802980.5465;438.2096056;2;0.48120272;2.98268792;Oxido;1
41374.85476;802980.6893;437.6934193;2;0.11610024;0.2;Oxido;1
41374.35611;802980.8305;437.1769694;2;0.07677448;0.2;Sulfuro;3
41373.85728;802980.9702;436.6602535;2;0.0765376;1.40273348;Sulfuro;3
41373.35827;802981.1082;436.1432709;2;0.02784964;0.2;Sulfuro;3
41372.85911;802981.2446;435.6259895;2;0.06543508;0.25558086;Sulfuro;3
41372.36005;802981.3794;435.1081728;2;0.10776308;0.43690206;Sulfuro;3
41371.86133;802981.5124;434.5895991;2;0.0982688;0.63189066;Sulfuro;3
41371.36299;802981.6437;434.0702425;2;0.29045104;5.7927107;Sulfuro;3
41370.86502;802981.7733;433.5500981;2;0.31753076;7.57220956;Sulfuro;3
41370.35705;802981.9038;433.0182694;4;0.64420992;13.36093294;Mixto;2
41369.83908;802982.0351;432.4747146;4;0.70674052;10.18746356;Mixto;2
41369.32157;802982.1651;431.9303733;4;1.08557436;10.68877552;Mixto;2
41368.80476;802982.2953;431.3854516;4;0.40117784;7.42215744;Mixto;2
41368.2888;802982.4271;430.8401013;4;0.48639652;8.35247814;Mixto;2
41367.77369;802982.5603;430.2943299;4;0.62104956;13.74606414;Mixto;2
41367.25943;802982.6951;429.7481339;4;0.70284548;19.67813412;Mixto;2
41366.74601;802982.8315;429.2015132;4;0.71160348;19.68804664;Mixto;2
41366.23344;802982.9693;428.65447;4;0.29208748;1.6026239;Mixto;2
41361.52479;803000.1083;442.3877202;2;0.04649768;0.2;Oxido;1
41361.01894;803000.2528;441.8913358;2;0.03851612;0.2;Mixto;2
41360.50971;803000.3967;441.3982051;2;0.01908756;0.46267282;Mixto;2
41359.76551;803000.6068;440.6780742;2;0.092;1.1641791;Mixto;2
41359.29345;803000.7399;440.2216167;2;0.24280596;1.66567164;Mixto;2
41358.82125;803000.8729;439.7652783;2;0.03289552;0.28656716;Mixto;2
41358.34892;803001.0058;439.30906;2;0.02277612;0.2238806;Mixto;2
41357.74964;803001.1743;438.7302922;4;0.48427184;5.0815534;Mixto;2
41357.11459;803001.3528;438.1165715;2;0.34321244;2.51606218;Mixto;2
41356.5708;803001.5056;437.5903508;2;0.04357512;0.2;Sulfuro;3
41356.02729;803001.6584;437.0638142;2;0.01;0.2;Sulfuro;3
41355.48406;803001.8111;436.536961;2;0.57030052;11.23626944;Sulfuro;3
41354.94112;803001.9637;436.0097911;2;0.23674612;1.49533678;Sulfuro;3
41354.31813;803002.1387;435.4046195;4;0.4992;31.04;Sulfuro;3
41353.71203;803002.3089;434.8162591;2;0.21327188;1.7483871;Sulfuro;3
41353.2029;803002.4517;434.3226871;2;0.04175116;0.25529954;Sulfuro;3
41352.69348;803002.5944;433.8293927;2;0.028;0.61751152;Sulfuro;3
41352.18378;803002.737;433.3363774;2;0.02130876;0.49769586;Sulfuro;3
41351.67378;803002.8796;432.8436396;2;0.01115208;0.25898618;Sulfuro;3
41351.16353;803003.022;432.3511216;2;0.03594472;0.31059908;Sulfuro;3
41350.65314;803003.164;431.8586219;2;0.0341014;0.54930876;Sulfuro;3
41350.14268;803003.3052;431.3659892;2;0.018341;0.4;Sulfuro;3
41349.63216;803003.4458;430.8732171;2;0.01972352;0.23410138;Sulfuro;3
41349.12158;803003.5856;430.3803055;2;0.21124424;1.81013824;Sulfuro;3
41348.61094;803003.7248;429.8872551;2;0.16409216;3.66359448;Sulfuro;3
41348.10025;803003.8632;429.3940653;2;0.02326268;0.2;Sulfuro;3
41372.54978;802976.1579;439.2494401;5;0.479;12.35;Mixto;2
41371.99462;802976.348;438.6391285;2;0.06130768;0.71923076;Mixto;2
41371.53858;802976.5068;438.1416567;2;0.19107692;4.8076923;Mixto;2
41371.08138;802976.6682;437.646085;2;0.86996152;102.5711538;Mixto;2
41370.58543;802976.8458;437.1122369;1;0.98600828;80.39256198;Mixto;2
41370.05079;802977.0394;436.5400106;1;0.64791736;12.8214876;Mixto;2
41369.51541;802977.2336;435.9687368;1;1.37527272;12.36363636;Mixto;2
41368.7214;802977.5205;435.1225317;4;2.50433672;33.2632653;Mixto;2
41368.20017;802977.708;434.5677115;4;3.2144898;67.85510204;Mixto;2
41367.6786;802977.895;434.0130423;4;0.48771428;12.68163266;Mixto;2
41367.15668;802978.0814;433.4585248;4;0.45685716;7.80612244;Mixto;2
41366.63456;802978.2674;432.904036;4;0.38578572;10.61836734;Mixto;2
41366.11384;802978.4525;432.3507629;2;0.592;7.86153846;Mixto;2
41365.6259;802978.6256;431.8318911;4;0.31604664;1.54169096;Sulfuro;3
41365.16941;802978.7874;431.3460412;4;0.70922448;13.40874636;Mixto;2
41364.71305;802978.9488;430.8599613;4;0.57179008;3.36268222;Mixto;2
41364.25684;802979.11;430.3736491;4;0.32900292;2.75626822;Mixto;2
41363.80077;802979.2708;429.8871044;4;0.47772596;2.27463556;Sulfuro;3
41365.16211;802999.0794;442.5652959;2;0.07767784;17.28389106;Oxido;1
41365.65352;802998.9449;442.0653673;2;0.01207784;0.2;Oxido;1
41366.15031;802998.8022;441.5729532;2;0.01439688;0.2;Mixto;2
41366.64746;802998.6566;441.0817589;2;0.01754084;0.25603112;Mixto;2
41367.14418;802998.509;440.590719;2;0.06186772;0.2;Mixto;2
41367.64047;802998.3595;440.099833;2;0.14336188;0.48015564;Sulfuro;3
41368.13633;802998.2081;439.6090982;2;0.42884356;12.86412452;Sulfuro;3
41368.63179;802998.0551;439.1184047;2;0.05901324;0.46085604;Sulfuro;3
41369.12702;802997.903;438.6272009;2;0.58213228;0.26303502;Sulfuro;3
41369.74735;802997.7174;438.010141;4;1.45618604;7.32093024;Sulfuro;3
41370.38441;802997.5313;437.3749045;2;0.32721312;0.35737704;Sulfuro;3
41370.91302;802997.3815;436.8462133;2;0.03324592;0.30491804;Sulfuro;3
41371.44153;802997.2354;436.3163427;2;0.33054428;0.86229508;Sulfuro;3
41371.96996;802997.0917;435.7857288;2;0.14419672;0.61311476;Sulfuro;3
41372.49834;802996.9489;435.254855;2;0.03534428;1.14754098;Sulfuro;3
41373.02669;802996.8067;434.7238087;2;0.05239344;0.93114754;Sulfuro;3
41373.56454;802996.6624;434.1830069;3;0.0293038;1.19113924;Sulfuro;3
41374.11189;802996.5161;433.6324421;3;0.01253164;0.28481012;Sulfuro;3
41374.6592;802996.3708;433.081605;3;0.01;0.2;Sulfuro;3
41375.20646;802996.227;432.5303117;3;0.01;0.2;Sulfuro;3
41375.75366;802996.0851;431.9784625;3;0.01854432;0.2;Sulfuro;3
41376.30079;802995.9451;431.4260585;3;0.07283544;0.2;Sulfuro;3
41376.84786;802995.8071;430.8730977;3;0.02329112;0.2;Sulfuro;3
41377.39489;802995.6707;430.3196997;3;0.04979748;0.2;Sulfuro;3
41377.87967;802995.5497;429.8294332;2;0.71721312;3.0295082;Sulfuro;3
41378.30228;802995.443;429.4026718;2;0.34259016;7.24918032;Sulfuro;3
41378.75103;802995.3285;428.9501731;4;0.96055476;26.58248176;Sulfuro;3
41379.3005;802995.1864;428.3970655;2;0.15233332;4.98666666;Sulfuro;3
41379.92478;802995.0228;427.7697701;2;0.01933332;0.37777778;Sulfuro;3
41382.37806;802994.1195;439.2842379;2;0.01;0.5018868;Sulfuro;3
41382.0255;802994.2225;438.9232081;3;0.01470588;0.35686274;Sulfuro;3
41381.50357;802994.378;438.3859609;3;0.01;0.2;Sulfuro;3
41380.98427;802994.5371;437.8472731;3;0.01;0.2;Sulfuro;3
41380.44241;802994.7078;437.2805841;2;0.01;0.2;Sulfuro;3
41380.02536;802994.8419;436.8418847;4;0.0524;0.28;Sulfuro;3
41379.66063;802994.9624;436.4551963;2;0.01;0.2;Sulfuro;3
41379.17299;802995.1252;435.9358038;3;0.01;0.2;Sulfuro;3
41378.65902;802995.2967;435.3865215;3;0.01;0.2;Sulfuro;3
41378.14544;802995.4665;434.8363723;3;0.01;0.2;Sulfuro;3
41377.63226;802995.6346;434.2853482;3;0.01;0.2;Sulfuro;3
41377.11948;802995.8011;433.7334485;3;0.01;0.2;Sulfuro;3
41376.60709;802995.9659;433.180676;3;0.03621136;0.2;Sulfuro;3
41376.09508;802996.1291;432.6270487;3;0.02319044;0.2;Sulfuro;3
41375.58333;802996.2907;432.0727005;3;0.01890728;0.2;Sulfuro;3
41375.07176;802996.4507;431.5177626;3;0.0161276;0.2;Sulfuro;3
41374.56033;802996.6092;430.9622508;3;0.03644068;0.45922234;Sulfuro;3
41374.04906;802996.7661;430.4061609;3;0.01;0.2;Sulfuro;3
41373.53793;802996.9214;429.8494917;3;0.01;0.2;Sulfuro;3
41373.02695;802997.0752;429.2922459;3;0.01;0.2;Sulfuro;3
41382.62464;802973.2371;436.6600456;5;0.156;11.2;Mixto;2
41382.27849;802973.3236;436.3080375;2;0.0610418;0.54726688;Mixto;2
41381.74907;802973.4598;435.755237;2;0.05527976;0.24630226;Mixto;2
41381.22505;802973.5973;435.1975522;2;0.02028296;0.2051447;Mixto;2
41380.70136;802973.7347;434.6395412;2;0.02384564;0.2;Mixto;2
41380.17799;802973.872;434.0812043;2;0.01993568;0.2;Mixto;2
41379.65495;802974.0092;433.5225413;2;0.04109324;0.22315112;Mixto;2
41379.13223;802974.1463;432.9635526;2;0.0514598;0.27974276;Sulfuro;3
41378.60974;802974.2834;432.4043335;2;0.04547908;0.2;Sulfuro;3
41378.08727;802974.4202;431.8450468;2;0.13747268;0.2;Sulfuro;3
41377.56477;802974.557;431.28576;2;0.01;0.2;Sulfuro;3
41377.05707;802974.6897;430.7423587;3;0.01;0.2;Sulfuro;3
41376.56417;802974.8183;430.2148428;3;0.1342818;0.2;Sulfuro;3
41376.07123;802974.9469;429.6873269;3;0.01;0.2;Sulfuro;3
41375.57833;802975.0753;429.1597641;3;0.01272728;0.2;Sulfuro;3
41375.08557;802975.2038;428.6320829;3;0.01;0.27272728;Sulfuro;3
41374.59299;802975.3325;428.1042583;3;0.01;0.2909091;Sulfuro;3
41374.1006;802975.4612;427.5762884;3;0.02819092;0.25454546;Sulfuro;3
41373.60838;802975.59;427.048173;3;0.01245456;0.35818182;Sulfuro;3
41373.11635;802975.719;426.5199139;3;0.01490908;1.07272728;Sulfuro;3
41372.61387;802975.8508;425.9800978;2;0.02729412;0.25228758;Sulfuro;3
41372.10094;802975.9853;425.4287182;2;0.1347974;0.61568628;Sulfuro;3
41371.58817;802976.1198;424.8771818;2;0.275451;1.10849674;Sulfuro;3
41371.07556;802976.2543;424.3254884;2;0.26666668;0.76862746;Sulfuro;3
41370.5631;802976.3888;423.7736379;2;0.0194902;0.39607844;Sulfuro;3
41370.0508;802976.5232;423.2216304;2;0.01;0.2;Sulfuro;3
41377.5248;802979.9119;439.4920676;5;0.57880852;7.24680852;Oxido;1
41378.05189;802979.7452;438.8451375;2;0.53222312;3.39606234;Oxido;1
41378.52367;802979.597;438.2655236;2;0.650064;10.24757998;Oxido;1
41378.99507;802979.4525;437.6847417;2;0.64226088;4.87875308;Oxido;1
41379.46609;802979.3115;437.1027952;2;0.93673176;3.48580804;Oxido;1
41379.93674;802979.1743;436.5196723;2;0.07503528;0.48843314;Oxido;1
41380.40703;802979.0407;435.9353644;2;0.04646104;0.3345365;Oxido;1
41380.87693;802978.9107;435.3498829;2;0.0202346;0.30205086;Sulfuro;3
41381.34621;802978.7833;434.763309;2;0.01;0.2;Mixto;2
41381.81461;802978.6577;434.17571;2;0.01;0.2;Mixto;2
41382.28209;802978.5335;433.58709;2;0.01339624;0.2;Mixto;2
41382.74865;802978.4107;432.9974476;2;0.02892536;0.2;Sulfuro;3
41383.21429;802978.2894;432.4067772;2;0.0123544;0.2;Sulfuro;3
41383.67901;802978.1695;431.8150708;2;0.01;0.2;Sulfuro;3
41384.14289;802978.0508;431.2224441;2;0.06612796;1.47481542;Sulfuro;3
41384.60616;802977.9328;430.6292207;2;0.05750288;1.1092699;Sulfuro;3
41385.069;802977.8151;430.0356122;2;0.01242328;0.2;Sulfuro;3
41385.52478;802977.6992;429.4501579;3;0.01;0.2;Sulfuro;3
41385.97351;802977.5853;428.8728636;3;0.01;0.2;Sulfuro;3
41386.42183;802977.4717;428.295211;3;0.01;0.2;Sulfuro;3
41386.86975;802977.3582;427.7172011;3;0.01;0.2;Sulfuro;3
41372.14349;802960.7149;433.6484053;2;0.01368236;0.34466364;Oxido;1
41371.64206;802960.9013;433.1080026;2;0.01224584;0.24491654;Oxido;1
41371.13868;802961.0824;432.5677688;2;0.01046456;0.33643032;Oxido;1
41370.63337;802961.2583;432.0276815;2;0.052;0.2;Sulfuro;3
41370.12592;802961.4287;431.4877154;2;0.01;0.2;Sulfuro;3
41369.61644;802961.5937;430.9478849;2;0.01;0.2;Sulfuro;3
41369.10543;802961.7542;430.4080761;2;0.028;0.4;Sulfuro;3
41368.59422;802961.9125;429.8678397;2;0.01;0.4;Sulfuro;3
41368.0839;802962.0707;429.3268001;2;0.01;0.2;Sulfuro;3
41367.57444;802962.2288;428.7849297;2;0.01;0.2;Sulfuro;3
41367.06585;802962.3868;428.2421989;2;0.01;0.2;Sulfuro;3
41366.55815;802962.5447;427.6985968;2;0.084;0.4;Sulfuro;3
41366.0513;802962.7024;427.1541598;2;0.01;0.2;Sulfuro;3
41365.54511;802962.8599;426.609041;2;0.01;0.2;Sulfuro;3
41365.03932;802963.017;426.063421;2;0.01;0.4;Sulfuro;3
41364.53383;802963.1734;425.5173597;2;0.088;0.2;Sulfuro;3
41364.02863;802963.3294;424.970887;2;0.01;0.2;Sulfuro;3
41363.52371;802963.4848;424.4240001;2;0.01;0.2;Sulfuro;3
41363.01909;802963.6397;423.8766937;2;0.01;0.2;Sulfuro;3
41362.51472;802963.7941;423.3290123;2;0.08;0.4;Sulfuro;3
41362.01041;802963.9483;422.7812148;2;0.01;0.4;Sulfuro;3
41361.00139;802964.2568;421.686016;2;0.072;2;Sulfuro;3
41360.49668;802964.4111;421.1386244;2;0.052;1.4;Sulfuro;3
41359.99183;802964.5654;420.5913695;2;0.02;0.4;Sulfuro;3
41359.48684;802964.7198;420.0442574;2;0.08;0.6;Sulfuro;3
41383.0405;802967.9193;434.3441756;2;0.09147644;1.12670158;Oxido;1
41382.51767;802968.0637;433.8061716;2;0.04071204;0.30471204;Oxido;1
41381.99687;802968.2089;433.2664069;2;0.01870156;0.2;Mixto;2
41381.4781;802968.3548;432.7248813;2;0.05648168;0.2;Mixto;2
41380.96136;802968.5014;432.1815897;2;0.02697384;0.2;Mixto;2
41380.44664;802968.6487;431.6365244;2;0.02052356;0.2;Mixto;2
41379.93363;802968.7967;431.0900375;2;0.01256544;0.2;Mixto;2
41379.42166;802968.9454;430.5427971;2;0.02623036;0.2;Mixto;2
41378.91038;802969.0948;429.9951148;2;0.01699476;0.2;Mixto;2
41378.39979;802969.2449;429.4469901;2;0.0294974;0.2;Mixto;2
41377.88988;802969.3958;428.8984221;2;0.01575916;0.2;Sulfuro;3
41377.38066;802969.5474;428.349409;2;0.01366492;0.2;Sulfuro;3
41376.87213;802969.6995;427.7999154;2;0.04437172;0.2;Sulfuro;3
41376.36425;802969.8517;427.2498016;2;0.02796336;0.2;Sulfuro;3
41375.85704;802970.0033;426.6989563;2;0.09572776;0.2;Sulfuro;3
41375.35048;802970.1544;426.1473776;2;0.0190576;0.2;Sulfuro;3
