X;Y;Z;Alteration;Au (gr/ton);Ag (gr/ton);Mineralization_d;Mineralization
41374.84456;802970.3051;425.5950669;2;0.01327748;0.2;Sulfuro;3
41374.3393;802970.4552;425.0420222;2;0.17174868;0.2;Sulfuro;3
41373.83466;802970.605;424.4882832;2;0.016911;0.2;Sulfuro;3
41373.33053;802970.7552;423.9342216;2;0.0152618;0.2;Sulfuro;3
41372.80829;802970.9125;423.3599412;3;0.03287804;0.2;Sulfuro;3
41372.26795;802971.0771;422.7655216;3;0.03541464;0.2;Sulfuro;3
41371.72799;802971.2435;422.1712705;3;0.02839024;0.2;Sulfuro;3
41371.1884;802971.4117;421.5771863;3;0.01687804;0.2;Sulfuro;3
41370.64916;802971.5816;420.9832613;3;0.02092684;0.2;Sulfuro;3
41376.47825;802964.6074;434.9696488;5;0.04595744;0.7106383;Oxido;1
41376.06091;802964.7282;434.5303398;2;0.0149888;0.32014926;Oxido;1
41375.54282;802964.8775;433.9866622;2;0.04894404;0.2;Oxido;1
41375.02362;802965.0265;433.4439421;2;0.12060448;0.2;Oxido;1
41374.5033;802965.1751;432.9021808;2;0.2590336;0.2;Oxido;1
41373.98189;802965.3233;432.3613727;2;0.01904852;0.2;Sulfuro;3
41373.45936;802965.4711;431.8215159;2;0.10686568;0.30447762;Sulfuro;3
41372.93605;802965.6187;431.2823505;2;0.09786568;0.2783582;Sulfuro;3
41372.41329;802965.767;430.7428479;2;1.05354476;5.65895522;Sulfuro;3
41371.89213;802965.9166;430.2021933;2;0.0350224;0.30447762;Sulfuro;3
41371.37264;802966.0677;429.6603368;2;0.03818656;0.51343284;Sulfuro;3
41370.85481;802966.2201;429.1172763;2;0.0548582;0.2;Sulfuro;3
41370.33865;802966.3739;428.5730105;2;0.07147388;0.2;Sulfuro;3
41369.82404;802966.5291;428.0276384;2;0.13922016;0.2;Sulfuro;3
41369.3099;802966.6853;427.4821116;2;0.15200372;0.36977612;Sulfuro;3
41368.79506;802966.8422;426.9374576;2;0.01;0.2;Sulfuro;3
41368.2793;802966.9997;426.3938549;2;0.2207276;0.40895522;Sulfuro;3
41367.76262;802967.1577;425.8513036;2;0.05669404;0.2;Sulfuro;3
41367.245;802967.3164;425.3098085;2;0.04448508;0.2;Sulfuro;3
41366.72647;802967.4756;424.7693569;2;0.14391044;0.2;Sulfuro;3
41366.20765;802967.6355;424.2293612;2;0.16815672;0.31753732;Sulfuro;3
41365.68948;802967.796;423.6889366;2;0.24672388;0.2783582;Sulfuro;3
41365.18509;802967.9531;423.1611851;4;0.30306564;2.71633588;Sulfuro;3
41364.69442;802968.1069;422.6461414;4;0.40977708;40.17709924;Sulfuro;3
41364.20465;802968.2612;422.1304184;4;0.39170688;66.55389312;Sulfuro;3
41363.71578;802968.416;421.6140098;4;0.2135878;10.39389312;Sulfuro;3
41363.22769;802968.5715;421.0970286;4;0.29618932;10.44763358;Sulfuro;3
41362.73995;802968.7277;420.5799288;4;0.60484884;7.42534352;Sulfuro;3
41362.25218;802968.8845;420.0630764;4;0.40558168;3.77801526;Sulfuro;3
41361.76436;802969.0421;419.5464958;4;0.32598472;6.65038168;Sulfuro;3
41361.27649;802969.2004;419.0301863;4;0.4698626;2.2961832;Sulfuro;3
41360.82303;802969.3482;418.5505676;2;0.699936;2.8256;Sulfuro;3
41360.40397;802969.4853;418.1076054;2;0.78352;3.696;Sulfuro;3
41360.0335;802969.6069;417.716169;4;0.36133332;2.8875;Sulfuro;3
41376.64864;802959.3401;432.3605766;2;0.02113636;0.2;Oxido;1
41376.13953;802959.4851;431.8232607;2;0.02113636;0.2;Oxido;1
41375.63073;802959.6307;431.2857997;2;0.01;0.2;Oxido;1
41375.12222;802959.7768;430.7481929;2;0.01265152;0.2;Oxido;1
41374.61402;802959.9235;430.210441;2;0.01;0.2;Oxido;1
41374.10613;802960.0706;429.672539;2;0.01;0.2;Mixto;2
41373.59867;802960.2186;429.1344343;2;0.01;0.2;Mixto;2
41373.09184;802960.3676;428.596052;2;0.01;0.2;Mixto;2
41372.58567;802960.5178;428.0573772;2;0.01;0.2;Mixto;2
41372.08015;802960.6692;427.5184185;2;0.024;0.2;Mixto;2
41371.57528;802960.8217;426.9791693;2;0.044;0.8;Sulfuro;3
41371.07108;802960.9754;426.4396273;2;0.01;0.2;Sulfuro;3
41370.56732;802961.13;425.8999296;2;0.01;0.2;Sulfuro;3
41370.06353;802961.285;425.3603679;2;0.01;0.2;Sulfuro;3
41369.55946;802961.44;424.8210936;2;0.204;0.2;Sulfuro;3
41369.05511;802961.5952;424.2821123;2;0.01;0.2;Sulfuro;3
41368.55047;802961.7505;423.7434235;2;0.01;0.2;Sulfuro;3
41368.04556;802961.9058;423.2050134;2;0.01;0.2;Sulfuro;3
41367.54042;802962.0612;422.666852;2;0.58;0.2;Sulfuro;3
41367.03534;802962.2168;422.1286683;2;0.02;0.2;Sulfuro;3
41365.98039;802962.5427;421.0024935;3;0.036;0.2;Sulfuro;3
41365.44592;802962.7083;420.4307358;3;0.04;0.2;Sulfuro;3
41364.91185;802962.8741;419.8586678;3;0.01;0.2;Sulfuro;3
41364.37816;802963.0402;419.2862927;3;0.08;0.4;Sulfuro;3
41381.24142;802963.2529;432.3895874;2;0.01464788;0.2;Oxido;1
41380.76744;802963.3892;431.8788512;2;0.01;0.2;Oxido;1
41380.2938;802963.5268;431.3681152;2;0.01;0.2;Mixto;2
41379.81615;802963.6668;430.8526748;3;0.01;0.2;Mixto;2
41379.3345;802963.8093;430.3325335;3;0.01608512;0.2;Mixto;2
41378.85301;802963.9532;429.8126136;3;0.01;0.2;Mixto;2
41378.37143;802964.0987;429.2932577;3;0.01;0.2;Sulfuro;3
41377.88968;802964.2459;428.7745337;3;0.01;0.2;Sulfuro;3
41376.9256;802964.5457;427.7391569;3;0.01;0.2;Sulfuro;3
41376.44329;802964.6983;427.2224951;3;0.02;0.2;Sulfuro;3
41375.96091;802964.8524;426.7063418;3;0.044;0.4;Sulfuro;3
41375.47901;802965.0077;426.1900964;3;0.044;0.4;Sulfuro;3
41374.99818;802965.1638;425.6731101;3;0.072;0.2;Sulfuro;3
41374.51849;802965.3207;425.155311;3;0.01;0.2;Sulfuro;3
41373.6771;802965.5984;424.2425218;2;0.128;0.2;Sulfuro;3
41373.29147;802965.727;423.8218369;3;0.01;0.2;Sulfuro;3
41372.76835;802965.9025;423.249488;3;0.01;0.2;Sulfuro;3
41372.2456;802966.0788;422.6770657;3;0.01;0.2;Sulfuro;3
41371.73188;802966.253;422.1154312;2;0.02;0.2;Sulfuro;3
41371.22713;802966.425;421.5645818;2;0.01;0.2;Sulfuro;3
41370.72204;802966.5978;421.0143247;2;0.096;0.4;Sulfuro;3
41370.20068;802966.7771;420.4473342;3;0.096;0.4;Sulfuro;3
41369.66303;802966.9627;419.863653;3;0.02333332;0.2;Sulfuro;3
41382.58745;802957.5379;431.0108155;2;0.02133332;0.24761904;Oxido;1
41382.06197;802957.6641;430.4380135;2;0.01587096;0.2451613;Oxido;1
41381.00608;802957.9144;429.2856028;3;0.01;0.2;Sulfuro;3
41380.47042;802958.0397;428.700186;3;0.01;0.2;Sulfuro;3
41379.93539;802958.1638;428.113925;3;0.01;0.2;Mixto;2
41379.4449;802958.2767;427.5742951;2;0.01;0.4;Mixto;2
41378.99887;802958.3784;427.0813971;2;0.01;0.4;Mixto;2
41378.55372;802958.4792;426.5875162;2;0.02;0.4;Sulfuro;3
41378.10945;802958.5791;426.0926333;2;0.01;0.4;Sulfuro;3
41377.64602;802958.6824;425.574307;3;0.01;0.4;Sulfuro;3
41377.16343;802958.7893;425.0325866;3;0.01;0.2;Sulfuro;3
41376.68156;802958.8955;424.490095;3;0.048;0.2;Sulfuro;3
41376.20041;802959.0012;423.9468585;3;0.01;0.2;Sulfuro;3
41375.71997;802959.1062;423.4028692;3;0.01;0.2;Sulfuro;3
41375.2402;802959.2106;422.8581703;3;0.01;0.2;Sulfuro;3
41374.76111;802959.3144;422.3127665;3;0.01;0.2;Sulfuro;3
41373.80444;802959.5234;421.2208657;3;0.01;0.2;Sulfuro;3
41373.3267;802959.6293;420.6746705;3;0.024;0.2;Sulfuro;3
41372.84933;802959.7361;420.1283361;3;0.01;0.2;Sulfuro;3
41372.37233;802959.8438;419.5818598;3;0.01;0.2;Sulfuro;3
41371.89568;802959.9525;419.0352467;3;0.01;0.2;Sulfuro;3
41371.41923;802960.0616;418.4885631;3;0.01;0.4;Sulfuro;3
41370.94277;802960.1707;417.9418807;3;0.048;0.2;Sulfuro;3
41348.35342;803003.897;439.0063676;2;0.25877552;1.20136054;Mixto;2
41348.85003;803003.7621;438.4815772;2;0.31319728;5.23537414;Mixto;2
41349.34674;803003.6263;437.9571027;2;0.40623128;1.14829932;Mixto;2
41349.84355;803003.4897;437.4329423;2;0.06985036;0.64489796;Mixto;2
41350.34047;803003.3523;436.9090955;2;0.20484352;6.3877551;Mixto;2
41350.83742;803003.2141;436.385487;2;0.43273468;7.12108844;Mixto;2
41351.3338;803003.0758;435.8613516;2;0.03478912;0.48979592;Sulfuro;3
41351.8289;803002.9383;435.3358223;2;0.01;0.6829932;Sulfuro;3
41352.32255;803002.8016;434.8087268;2;0.0219728;0.3632653;Sulfuro;3
41352.81479;803002.6658;434.2800746;2;0.01057144;0.26258504;Sulfuro;3
41353.30559;803002.5309;433.7498597;2;0.03118368;1.06938776;Sulfuro;3
41353.79506;803002.3968;433.2181685;2;0.321034;5.0367347;Sulfuro;3
41354.26534;803002.2687;432.7053519;4;0.4164706;5.75588236;Sulfuro;3
41354.72541;803002.144;432.2023179;2;0.27303116;2.56997168;Sulfuro;3
41355.19358;803002.0179;431.689148;2;0.03552408;1.25212464;Sulfuro;3
41355.66121;803001.8927;431.1752688;2;0.02654392;0.36997168;Sulfuro;3
41356.12829;803001.7683;430.6606777;2;0.01534276;0.2;Sulfuro;3
41356.59491;803001.6448;430.1454692;2;0.04777336;1.96770538;Sulfuro;3
41342.90868;802995.1105;438.3218084;5;0.188;6;Mixto;2
41343.23576;802995.0119;437.9705699;2;0.20763636;0.9922078;Mixto;2
41343.74513;802994.854;437.4151527;2;0.18997404;2.54545454;Mixto;2
41344.25134;802994.6942;436.8573622;2;0.15963636;1.67272728;Mixto;2
41344.75737;802994.5343;436.2994436;2;0.11267532;0.45974026;Mixto;2
41345.2632;802994.3744;435.7413703;2;0.05854544;0.37012988;Mixto;2
41345.76883;802994.2143;435.1831426;2;0.0676104;0.73246754;Mixto;2
41346.27425;802994.0541;434.6247591;4;0.23090908;9.65714286;Mixto;2
41346.76959;802993.8971;434.077024;2;0.34810812;1.7945946;Mixto;2
41347.25877;802993.7423;433.5353151;4;0.2290296;4.72628398;Mixto;2
41347.75158;802993.5866;432.9886762;4;0.19127736;2.64410876;Sulfuro;3
41348.24401;802993.4314;432.4415527;4;0.20738852;3.34864048;Sulfuro;3
41348.73604;802993.2767;431.8939405;4;0.2772302;2.92302114;Sulfuro;3
41349.22771;802993.1224;431.3458826;4;0.23553836;3.96942598;Sulfuro;3
41349.71936;802992.9682;430.7977771;4;0.24139216;4.73558912;Sulfuro;3
41350.21138;802992.8138;430.2500703;4;0.205513;3.28072508;Sulfuro;3
41350.70384;802992.659;429.7028487;4;0.14678672;4.93075528;Sulfuro;3
41351.19674;802992.504;429.1561097;4;0.1625716;3.084713;Mixto;2
41351.69008;802992.3486;428.609857;4;0.17450636;3.84265862;Mixto;2
41352.18368;802992.193;428.0639027;4;0.45643988;5.39214502;Mixto;2
41352.67692;802992.0372;427.517684;4;0.24311784;5.21993958;Mixto;2
41353.16942;802991.8813;426.9708279;4;0.14238548;8.46912386;Mixto;2
41353.66117;802991.7253;426.4233303;4;0.64483868;3.0402417;Sulfuro;3
41354.15217;802991.5692;425.8751861;4;0.64187796;7.003142;Sulfuro;3
41354.64243;802991.413;425.3264014;4;0.33150452;4.63033232;Sulfuro;3
41355.13221;802991.257;424.7771517;4;0.168858;3.1839275;Sulfuro;3
41355.62187;802991.1013;424.2276721;4;0.26972808;13.75891238;Sulfuro;3
41356.1115;802990.9462;423.6780316;4;0.16503928;3.59746224;Sulfuro;3
41356.60112;802990.7916;423.1282303;4;0.22143564;6.56036254;Sulfuro;3
41357.09072;802990.6375;422.5782691;4;0.1757994;1.96664652;Sulfuro;3
41357.5803;802990.4838;422.028164;4;0.39322536;13.80338368;Sulfuro;3
41364.55427;802983.626;443.3742676;5;0.08;0.2;Mixto;2
41364.96048;802983.5018;442.9469884;2;0.68016968;2.67151516;Mixto;2
41365.51664;802983.3285;442.362799;2;1.2178182;7.39636364;Mixto;2
41366.07231;802983.1535;441.778651;2;1.8512;15.75515152;Mixto;2
41366.62719;802982.9789;441.1936436;2;2.24271516;7.19030304;Mixto;2
41367.15651;802982.8124;440.6340403;4;1.0034438;27.63786982;Mixto;2
41367.66033;802982.6542;440.0999096;4;0.62542012;8.60473372;Oxido;1
41368.1635;802982.4964;439.5650577;4;1.24584616;25.41316568;Oxido;1
41368.66603;802982.3387;439.0295259;4;1.85672188;39.8535503;Mixto;2
41369.16794;802982.181;438.4934608;4;1.30256804;31.86035502;Mixto;2
41369.66926;802982.0228;437.9569643;4;1.99865088;30.70414202;Mixto;2
41370.16998;802981.8642;437.4200362;4;0.42629584;8.6816568;Mixto;2
41370.67011;802981.7052;436.8826779;4;0.50872188;14.39053254;Mixto;2
41371.16965;802981.5458;436.3448906;4;0.46177516;3.60473372;Mixto;2
41371.65661;802981.3899;435.8196075;2;0.18022376;0.3020979;Sulfuro;3
41372.13095;802981.2377;435.306697;2;0.07370628;0.48951048;Sulfuro;3
41372.60458;802981.0858;434.7930513;2;0.13644756;4.81118882;Sulfuro;3
41373.07749;802980.9343;434.2786353;2;0.37795804;1.35104896;Sulfuro;3
41373.54966;802980.7831;433.7634446;2;0.4363916;0.7034965;Sulfuro;3
41374.02111;802980.6324;433.2474767;2;0.4085874;0.25594406;Sulfuro;3
41374.49184;802980.4819;432.7307383;2;0.06749652;0.2;Sulfuro;3
41374.96191;802980.3319;432.2133072;2;0.02486712;0.2;Sulfuro;3
41357.72051;802985.6147;442.6307262;1;0.65449276;21.76231884;Oxido;1
41358.19101;802985.4909;442.1484923;4;0.59770588;16.52647058;Oxido;1
41358.67887;802985.3629;441.6480867;2;0.9583212;19.67395412;Mixto;2
41359.18754;802985.2297;441.1259731;2;0.51634548;0.26720648;Mixto;2
41359.69606;802985.0969;440.6036227;2;0.422861;8.89878542;Sulfuro;3
41360.20443;802984.9645;440.0810363;2;0.57557356;18.08205128;Sulfuro;3
41360.71266;802984.8324;439.5582125;2;0.1811498;12.21565452;Sulfuro;3
41361.22073;802984.7007;439.0351506;2;0.06103104;0.21889338;Sulfuro;3
41361.72866;802984.5694;438.511852;2;0.15162212;0.36194332;Sulfuro;3
41362.23644;802984.4384;437.988317;2;0.08241836;0.2539811;Sulfuro;3
41362.74407;802984.3078;437.4645427;2;0.17130904;0.29365722;Sulfuro;3
41363.2514;802984.1768;436.9405585;2;0.29502296;2.82159244;Sulfuro;3
41363.76924;802984.0416;436.4049763;4;0.46844828;6.36034482;Mixto;2
41364.29748;802983.9016;435.8578099;4;0.40851724;4.14137932;Mixto;2
41364.82505;802983.7597;435.3104914;4;0.50660344;9.56724138;Mixto;2
41365.35196;802983.6159;434.7630187;4;0.40186208;7.59051724;Mixto;2
41365.8782;802983.4702;434.2153901;4;0.65634484;16.85172414;Mixto;2
41366.40397;802983.3233;433.6676417;4;0.67201724;8.98706896;Mixto;2
41366.92975;802983.1765;433.1198535;4;0.56884484;6.22672414;Mixto;2
41367.4558;802983.0308;432.5720677;4;1.6661724;32.10948276;Mixto;2
41367.98214;802982.8861;432.0242822;4;1.25615516;58.73189656;Mixto;2
41368.50877;802982.7424;431.4764965;4;0.56113792;14.9387931;Mixto;2
41369.03568;802982.5998;430.9287104;4;0.37977588;12.88448276;Mixto;2
41369.56274;802982.4582;430.3808078;4;0.45827588;8.58534482;Mixto;2
41370.09058;802982.3171;429.8311635;2;1.29393992;4.25751072;Mixto;2
41370.61879;802982.1763;429.2794354;2;0.54679828;0.50987124;Sulfuro;3
41371.1462;802982.0363;428.7267843;2;0.2472618;0.89785408;Sulfuro;3
41371.67284;802981.897;428.1732102;2;0.42135624;9.40085836;Sulfuro;3
41372.19868;802981.7583;427.6187109;2;0.32844636;4.90987124;Sulfuro;3
41372.72379;802981.6203;427.0633509;2;0.1089442;0.8695279;Sulfuro;3
41340.103;802990.6428;436.6706482;2;0.20058608;0.2280214;Oxido;1
41340.64651;802990.5016;436.1305066;2;0.20062032;0.58139038;Oxido;1
41341.18912;802990.3615;435.5891799;2;0.12133904;0.50930482;Oxido;1
41341.73164;802990.2217;435.047663;2;0.09443852;0.2513369;Mixto;2
41342.27409;802990.0822;434.5059967;2;0.06776044;0.3026738;Sulfuro;3
41342.81648;802989.9431;433.9641814;2;0.0320214;0.3026738;Sulfuro;3
41343.3588;802989.8043;433.4222163;2;0.05859252;0.2;Sulfuro;3
41343.90105;802989.6659;432.8800955;2;0.0567444;0.28385026;Sulfuro;3
41344.44294;802989.5274;432.3376112;2;0.58367916;0.87336898;Sulfuro;3
41344.98407;802989.3886;431.7944736;2;0.09333476;0.34502674;Sulfuro;3
41345.52432;802989.2492;431.2505951;2;0.21846844;1.0337968;Sulfuro;3
41346.06367;802989.1092;430.7059751;2;0.14497968;7.12705882;Sulfuro;3
41346.58621;802988.973;430.1767907;4;0.30446932;13.6755798;Mixto;2
41347.09198;802988.8403;429.6630816;4;0.37372988;4.81937244;Mixto;2
41347.59698;802988.7073;429.1487336;4;0.42684312;5.85511596;Mixto;2
41348.10136;802988.5738;428.6338663;4;0.2893588;4.620191;Mixto;2
41348.60524;802988.4401;428.118592;4;0.31855936;7.0542974;Mixto;2
41349.10864;802988.306;427.6029249;4;0.23589632;5.5989086;Sulfuro;3
41349.61157;802988.1717;427.0868687;4;0.77809548;4.13151432;Sulfuro;3
41350.11402;802988.0372;426.5704194;4;0.15381172;2.61609822;Sulfuro;3
41350.61599;802987.9023;426.0535766;4;0.38868212;4.69877216;Sulfuro;3
41351.11752;802987.7672;425.5363745;4;0.31816644;10.11978172;Sulfuro;3
41341.0517;802985.1629;437.6035173;2;0.2329818;6.46545454;Mixto;2
41341.54533;802985.0293;437.077928;2;0.32216364;9.2759091;Mixto;2
41342.04262;802984.8956;436.5557888;2;0.21263636;2.05;Mixto;2
41342.54096;802984.7631;436.0343662;2;0.18290908;0.2909091;Mixto;2
41343.03957;802984.6322;435.5128163;2;0.06727272;0.3090909;Sulfuro;3
41343.53843;802984.5028;434.9911387;2;0.12072728;0.32727272;Sulfuro;3
41344.03756;802984.3749;434.4693311;2;0.27209092;2.08636364;Sulfuro;3
41344.53695;802984.2485;433.9473927;2;0.61085456;13.1409091;Sulfuro;3
41345.03659;802984.1237;433.4253214;2;0.33745456;1.21818182;Sulfuro;3
41345.57085;802983.9913;432.8667929;1;0.43966468;6.49461078;Mixto;2
41346.13937;802983.8506;432.2716274;1;0.55044312;6.19161676;Mixto;2
41346.70739;802983.71;431.6759633;1;0.34895808;7.251497;Mixto;2
41347.27491;802983.5695;431.0797984;1;0.23461076;3.5508982;Mixto;2
41347.83063;802983.432;430.4950467;2;0.178079;1.64490644;Sulfuro;3
41348.37456;802983.2974;429.9217351;2;0.69302288;1.03451144;Sulfuro;3
41348.91805;802983.1629;429.3479621;2;0.16152184;3.2981289;Sulfuro;3
41349.46111;802983.0287;428.7737296;2;0.25351352;0.5097713;Sulfuro;3
41350.00374;802982.8948;428.1990374;2;1.4209314;1.84698544;Sulfuro;3
41350.54595;802982.7611;427.6238857;2;0.30640332;6.24033264;Sulfuro;3
41351.07254;802982.6314;427.0644437;4;0.35541852;2.91013216;Sulfuro;3
41351.58354;802982.5056;426.5207333;4;0.21975332;2.25198238;Sulfuro;3
41352.09419;802982.3801;425.9766438;4;0.32371808;10.1339207;Sulfuro;3
41341.50883;802979.6564;436.6026866;2;0.2571624;1.33162394;Oxido;1
41341.91595;802979.5463;436.1972828;2;0.53135044;0.6;Mixto;2
41342.28503;802979.4471;435.8265035;1;0.56816668;4.3625;Mixto;2
41342.72215;802979.3305;435.3826768;2;0.083873;0.3015873;Mixto;2
41343.26411;802979.1871;434.8296093;2;0.03460316;0.24444444;Mixto;2
41343.80568;802979.0454;434.2757374;2;0.15549208;0.2984127;Sulfuro;3
41344.34703;802978.9053;433.7212535;2;0.21098412;1.6063492;Mixto;2
41344.98092;802978.7432;433.0709305;1;0.4387616;8.77275542;Mixto;2
41345.53556;802978.6033;432.5009851;1;0.4552322;11.29783282;Mixto;2
41346.08996;802978.465;431.9303946;1;0.67887308;15.52755418;Mixto;2
41346.64398;802978.3278;431.3591649;1;0.97333748;15.97089784;Mixto;2
41347.21713;802978.1862;430.7669144;2;0.19195376;5.16300578;Mixto;2
41347.76503;802978.0509;430.1995646;4;0.25611372;7.58318912;Mixto;2
41348.26805;802977.927;429.677559;4;0.88215576;7.2210136;Mixto;2
41348.77058;802977.8032;429.1550238;4;2.62084056;12.38739184;Mixto;2
41349.27263;802977.6798;428.6319542;4;0.61973796;5.20024722;Mixto;2
41349.77418;802977.5565;428.1083774;4;0.31270456;7.80148332;Mixto;2
41350.27525;802977.433;427.5843634;4;0.54421756;8.2051916;Mixto;2
41350.77583;802977.3093;427.059955;4;0.37357232;4.68702102;Mixto;2
41351.27593;802977.1853;426.5351488;4;0.16454884;5.24004944;Mixto;2
41351.77553;802977.061;426.0099451;4;0.18880592;1.47935724;Mixto;2
41352.27464;802976.9364;425.4843449;4;0.68374536;2.79493202;Sulfuro;3
41352.77327;802976.8115;424.958347;4;0.27281584;2.23757726;Sulfuro;3
41342.5059;802969.15;433.871341;2;0.53081424;0.25533596;Oxido;1
41343.00437;802969.0033;433.3688551;2;0.7266166;0.2;Oxido;1
41343.50197;802968.8579;432.8650919;2;1.25014228;15.30474308;Oxido;1
41343.99869;802968.714;432.3600452;2;0.23024504;0.28221344;Oxido;1
41344.49476;802968.5714;431.8539771;2;0.71820552;0.5632411;Mixto;2
41344.99097;802968.4295;431.3478435;2;1.47641896;7.45928854;Mixto;2
41345.48908;802968.2876;430.841208;1;0.52930084;18.20254238;Mixto;2
41345.98911;802968.1458;430.3341071;1;0.44995764;10.3088983;Mixto;2
41346.48993;802968.0043;429.8276914;1;0.4178856;13.28898306;Mixto;2
41346.99154;802967.8632;429.3219613;1;0.50830932;17.2934322;Mixto;2
41347.49395;802967.7224;428.8169168;1;0.7148644;29.36377118;Mixto;2
41347.99679;802967.5818;428.3122644;1;0.65067372;19.85572034;Mixto;2
41348.49949;802967.441;427.8075276;1;1.17715676;20.5131356;Mixto;2
41349.00183;802967.2998;427.3025167;1;0.1741144;14.6309322;Mixto;2
41349.50379;802967.1583;426.7972308;1;0.41566524;19.07033898;Mixto;2
41350.00538;802967.0165;426.2916687;1;0.89512712;25.60254238;Mixto;2
41350.50661;802966.8744;425.7858306;1;0.64487288;23.46440678;Mixto;2
41351.00741;802966.732;425.2796398;1;0.46399576;14.6059322;Mixto;2
41351.5074;802966.5899;424.772552;1;0.66002544;25.72118644;Mixto;2
41352.02347;802966.4438;424.2462981;2;0.48288412;2.96051502;Sulfuro;3
41352.55545;802966.2938;423.700693;2;0.5695794;2.08712446;Sulfuro;3
41353.08597;802966.1449;423.1533827;2;0.6231588;4.99656652;Sulfuro;3
41353.61503;802965.997;422.6043577;2;0.28880688;3.7639485;Sulfuro;3
41354.14264;802965.8501;422.0536368;2;0.3615794;0.68755364;Sulfuro;3
41354.6693;802965.704;421.5018301;2;0.11972532;1.80343348;Sulfuro;3
41349.58114;802961.9357;426.9366765;2;0.17066668;0.46666666;Mixto;2
41350.08816;802961.7996;426.4010391;2;0.09866668;0.25333334;Sulfuro;3
41350.59479;802961.6642;425.8648536;2;0.068;0.2;Sulfuro;3
41351.10116;802961.5294;425.328267;2;0.04026668;0.2;Sulfuro;3
41351.60762;802961.3952;424.7916242;2;0.41066668;0.70666666;Sulfuro;3
41352.11435;802961.2615;424.2551195;2;0.34346668;3.69333334;Sulfuro;3
41352.62136;802961.1282;423.7187516;2;0.2784;2.01333334;Sulfuro;3
41353.12864;802960.9955;423.1825204;2;0.0864;0.25333334;Sulfuro;3
41353.71745;802960.8422;422.5606769;3;0.03854544;0.4;Sulfuro;3
41354.24729;802960.7047;422.0014907;2;0.17513044;0.33043478;Sulfuro;3
41354.6367;802960.6041;421.5905768;2;0.2703652;0.6573913;Sulfuro;3
41355.06659;802960.493;421.1366066;3;0.07389928;0.30215828;Sulfuro;3
41355.53692;802960.3717;420.6395274;3;0.28621584;0.34244604;Sulfuro;3
41356.00704;802960.2505;420.1422129;3;0.44129496;0.47194244;Sulfuro;3
41356.47696;802960.1294;419.6446627;3;0.19035972;0.44316546;Sulfuro;3
41356.94667;802960.0086;419.1468766;3;0.07833092;0.34964028;Sulfuro;3
41357.41618;802959.8879;418.6488556;3;0.61047484;1.19856116;Sulfuro;3
41350.35262;802961.7256;433.3324401;2;0.16634484;0.8763377;Oxido;1
41350.8292;802961.5944;432.8356579;2;0.03461116;0.2;Oxido;1
41351.30463;802961.4645;432.3374022;2;0.02541024;0.2;Oxido;1
41351.7789;802961.3361;431.837664;2;0.13385256;0.2;Oxido;1
41352.25211;802961.2089;431.3365932;2;0.02548396;0.2;Sulfuro;3
41352.72458;802961.0823;430.8346594;2;0.05501544;0.2;Sulfuro;3
41353.25068;802960.9416;430.2745002;1;0.01941588;0.2;Sulfuro;3
41353.83028;802960.7868;429.6559965;1;0.23921856;0.32495164;Sulfuro;3
41354.40919;802960.6323;429.0367449;1;0.06428628;0.30715668;Sulfuro;3
41354.96674;802960.4838;428.4389517;2;0.196;2.55;Mixto;2
41355.50306;802960.3411;427.8627589;2;0.1815;3.9;Mixto;2
41356.03927;802960.1989;427.2863265;2;0.0375;0.4;Mixto;2
41356.57563;802960.0574;426.7098845;2;0.0705;0.45;Sulfuro;3
41357.11215;802959.9165;426.1334427;2;0.0285;0.2;Sulfuro;3
41357.63776;802959.779;425.5688901;3;0.72386964;0.34784876;Sulfuro;3
41358.15246;802959.6451;425.0162263;3;0.01514472;0.4;Sulfuro;3
41358.66722;802959.5116;424.4635138;3;0.041442;0.45215124;Sulfuro;3
41359.18166;802959.3779;423.9105442;3;0.01;0.38226858;Sulfuro;3
41359.69544;802959.2435;423.3571446;3;0.01886572;0.31342894;Sulfuro;3
41360.20855;802959.1084;422.8033033;3;0.06322032;0.45215124;Sulfuro;3
41360.72099;802958.9726;422.2490172;3;0.3119296;0.60860496;Sulfuro;3
41361.23275;802958.836;421.6942843;3;0.13270144;0.43546284;Sulfuro;3
41361.74386;802958.6986;421.1391259;3;0.09783052;0.4166884;Sulfuro;3
41362.2546;802958.5609;420.583725;3;0.45540028;0.83546284;Sulfuro;3
41361.10967;802958.688;432.5958866;4;1.94811596;19.92753624;Oxido;1
41361.58163;802958.5687;432.106868;4;1.2128116;17.88405798;Mixto;2
41362.05383;802958.4498;431.6180229;4;0.67228984;8.88695652;Mixto;2
41362.53947;802958.328;431.1152319;2;0.37206984;0.90174564;Mixto;2
41363.03853;802958.2036;430.5984847;2;0.04690276;0.43541148;Mixto;2
41363.53764;802958.0799;430.0816293;2;0.04427932;0.44438902;Sulfuro;3
41364.03681;802957.9568;429.5646644;2;0.02141148;0.48129676;Sulfuro;3
41364.53602;802957.8343;429.0475905;2;0.01;0.42842892;Sulfuro;3
41365.03528;802957.7125;428.5304072;2;0.01381548;0.4;Sulfuro;3
41365.53458;802957.5914;428.0130991;2;0.0149626;0.48678304;Sulfuro;3
41366.03378;802957.4708;427.4955714;2;0.0330424;0.2;Sulfuro;3
41366.53274;802957.3506;426.9777306;2;0.01822944;0.2;Sulfuro;3
